id,year,mode,language,finweigh,general,stpvnbrd,swcndnbrd,cityligh,wtrswr,water,sewer,swclnbrd,stclnbrd,stswc,recparsy,parkvis,athfield,recpart,parkfa,recpract,parkgr,parklp,parkcl,libsystm,libmai,libbra,libonlin,libbo,onlibsvc,netlibsvc,libsta,conmalib,connelib,trspwlk,trsppub,trspbike,trsptaxi,trspdaln,trspcpl,trspptns,trspuber,munovr,mun12mth,muntim,muncle,munsaf,munmgmtcro,muncou,safdnb,safnnb,hrd311,cont311,use311sv,info311,infowebm,svc311,svcwebmo,phone311,web311,kids,k0to5,k6to18,kprisch,kpubsch,knosch,kqschl,dhouse,ownrenhm,dlivedsf,movesf,dincome,dage,gender,dsexornt,dethnic,primlang_1,primlang_2,primlang_3,primlang_4,deduc,disablephys,disablement,zipcode,district,mixed_1,mixed_2,mixed_3,mixed_4,issue1,issue2,issue3
201510091,2015,1,1,0.85335201,3,3,4,2,5,,,3,4,,3,5,3,2,,,5,,,,3,4,4,4,5,5,5,5,5,,,,,,,,,,1,3,2,3,3,4,,,1,1,1,,,,,,,1,2,1,1,,3,5,4,1,6,4,6,4,2,3,4,1,,,,4,1,2,,1,,,,,,,
201510092,2015,1,1,1.720993996,4,,,,,,,,,,4,5,3,2,,,5,,,,1,1,1,,,,,,,1,1,1,1,6,2,1,1,,0,,,,,,5,5,1,2,1,5,,7,,,,2,,,,,3,,2,2,4,4,6,2,1,3,4,1,,,,3,2,2,,1,,,,,,,
201510093,2015,1,1,1.720993996,3,,,,,,,,,,3,5,3,2,,,4,,,,4,4,4,4,3,4,5,2,5,5,5,6,2,2,2,1,2,,1,2,2,3,4,4,4,3,1,4,5,3,2,4,3,,,2,,,,,3,,3,2,5,3,3,2,1,3,4,1,,,,4,2,2,,2,,,,,,,
201510094,2015,1,1,1.598978043,3,,,,,,,,,,3,1,,2,,,,,,,1,1,1,,,,,,,2,1,1,1,6,1,1,1,,0,,,,,,4,4,2,,,,,,,,,2,,,,,3,,4,2,3,2,1,1,2,1,4,1,,,,2,2,2,,10,,,,,,,
201510095,2015,1,1,1.720993996,7,,,,,,,,,,4,5,4,1,4,3,6,,,,2,5,4,3,4,6,5,3,4,5,4,1,2,6,1,1,2,,1,2,4,4,3,3,2,1,1,2,1,1,,1,,,,1,1,2,,,3,,2,2,3,3,1,2,2,3,4,1,,,,4,2,2,,10,,,,,,,
201510096,2015,1,1,1.720993996,4,,,,,,,,,,3,5,4,2,,,3,,,,3,3,5,3,5,6,5,5,5,6,3,1,3,5,6,1,1,,1,4,3,4,3,5,5,4,1,1,4,,4,,4,,,2,,,,,3,,2,2,6,2,5,2,2,2,4,1,,,,4,1,2,,12,,,,,,,
201510097,2015,1,1,1.598978043,4,,,,,,,,,,5,5,4,1,4,2,4,,,,2,5,5,5,5,4,5,5,5,4,6,1,1,1,1,1,1,,1,4,3,4,3,5,5,4,1,2,4,3,3,7,7,,,1,2,1,,1,3,5,5,2,4,4,3,1,2,3,2,2,,,,3,2,2,,4,,,,,,,
201510098,2015,1,1,0.85335201,4,4,4,5,5,,,3,3,,5,5,6,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,2,2,3,4,2,,,1,1,1,,,,,,,2,,,,,3,,1,2,4,3,6,4,1,2,4,1,,,,4,2,2,,3,,,,,,,
201510099,2015,1,1,1.598978043,3,,,,,,,,,,5,4,5,1,4,5,3,,,,2,1,4,5,5,3,5,5,,6,6,1,1,6,1,1,1,,1,1,1,1,5,4,4,3,1,2,2,5,5,5,5,,,1,1,2,,,3,,3,2,5,4,2,1,2,3,1,1,,,,2,2,2,,10,,,,,,,
201510100,2015,1,1,1.010167003,3,,,,,,,,,,4,4,3,2,,,4,,,,1,1,1,,,,,,,5,5,5,2,4,1,1,1,,1,4,2,3,3,3,4,3,2,,,,,,,,,2,,,,,3,,2,1,4,3,7,3,1,3,4,1,,,,4,2,2,,9,,,,,,,
201510101,2015,1,1,0.695734024,4,,,,,,,,,,4,5,3,1,4,6,4,,,,3,5,5,5,4,6,5,3,5,6,6,1,1,4,1,1,1,,1,4,3,5,3,5,5,5,1,2,1,5,,7,,,,2,,,,,3,,2,1,6,4,7,6,1,3,4,1,,,,4,2,2,,7,,,,,,,
201510102,2015,1,1,0.695734024,5,3,4,4,4,,,4,3,,5,5,4,2,,,5,,,,1,2,1,4,,6,6,,6,,,,,,,,,,1,5,4,5,3,4,,,1,3,1,5,,5,,,,2,,,,,3,,2,1,6,4,5,6,1,3,4,1,,,,4,1,2,,4,,,,,,,
201510103,2015,1,1,0.740436971,3,,,,,,,,,,3,1,,2,,,,,,,1,1,1,,,,,,,1,2,1,1,6,1,1,1,,1,4,3,3,3,4,5,5,1,1,1,,,,,,,2,,,,,3,,2,1,6,4,6,5,2,3,2,1,,,,4,2,2,,4,,,,,,,
201510104,2015,1,1,0.85335201,4,,,,,,,,,,4,4,4,2,,,4,,,,2,2,1,4,,6,6,3,5,4,1,2,1,6,1,1,1,,0,,,,,,5,4,1,2,1,5,,5,,,,2,,,,,3,,1,1,6,4,5,4,1,3,4,1,,,,4,2,2,,7,,,,,,,
201510105,2015,1,1,1.720993996,4,3,4,3,5,,,4,5,,5,3,4,1,5,5,4,,,,5,5,5,5,5,6,5,4,5,,,,,,,,,,1,3,4,4,3,5,,,1,3,2,5,5,7,4,,,2,,,,,3,,4,2,4,4,3,2,2,5,2,2,,,,4,2,2,,9,,,,,,,
201510106,2015,1,1,1.010167003,3,4,4,4,4,,,3,3,,5,4,3,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,2,3,,,2,,,,,,,,,2,,,,,3,,1,2,2,3,6,3,1,2,4,1,,,,4,2,2,,3,,,,,,,
201510107,2015,1,1,1.010167003,3,,,,,,,,,,4,2,6,2,,,3,,,,1,1,1,,,,,,,5,5,1,2,5,4,1,5,,1,1,1,3,5,1,4,4,1,1,2,,3,,2,,,2,,,,,3,,2,2,4,4,7,3,1,2,1,1,,,,4,2,2,,11,,,,,,,
201510108,2015,1,1,1.010167003,4,4,5,5,4,,,5,4,,5,4,4,1,5,5,4,,,,4,3,1,4,,5,5,5,5,,,,,,,,,,1,5,1,1,4,2,,,2,,,,,,,,,1,2,1,1,,3,5,5,2,5,3,1,3,2,3,5,3,,,,3,2,2,,10,,,,,,,
201510109,2015,1,1,1.720993996,2,1,1,4,4,,,2,2,,3,4,4,2,,,2,,,,4,4,5,4,5,5,5,5,4,,,,,,,,,,1,1,1,1,5,2,,,1,3,4,4,4,4,7,,,1,2,1,,1,3,3,2,2,5,2,3,2,2,3,5,1,,,,4,2,2,,10,,,,,,,
201510110,2015,1,1,0.695734024,4,,,,,,,,,,4,1,,1,3,6,,,,,1,1,1,,,,,,,1,1,1,3,3,1,3,1,,0,,,,,,4,6,2,,,,,,,,,2,,,,,3,,2,1,5,4,8,6,2,3,4,1,,,,2,1,2,,2,,,,,,,
201510111,2015,1,1,1.720993996,3,2,4,3,1,,,5,5,,3,4,3,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,2,4,,,1,2,1,5,,5,,,,1,1,2,,,3,,2,2,5,2,1,2,2,3,2,1,,,,4,2,2,,1,,,,,,,
201510112,2015,1,1,0.774756014,3,,,,,,,,,,5,4,3,2,,,5,,,,1,1,2,6,6,6,6,,,6,2,1,2,6,1,1,2,,0,,,,,,5,4,1,2,1,5,,5,,,,2,,,,,3,,2,2,4,3,6,8,2,3,4,1,,,,4,2,2,,2,,,,,,,
201510113,2015,1,1,1.010167003,4,4,4,4,5,,,4,4,,4,3,6,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,5,2,4,,,1,1,1,,,,,,,2,,,,,3,,2,1,4,1,7,3,1,3,2,1,,,,4,2,2,,10,,,,,,,
201510114,2015,1,1,0.695734024,4,1,4,4,4,,,2,3,,5,5,6,1,4,6,5,,,,2,1,2,5,5,6,5,3,,,,,,,,,,,1,2,3,4,4,5,,,1,2,4,4,5,7,7,,,2,,,,,3,,2,1,6,4,6,6,1,3,4,1,,,,4,2,2,,3,,,,,,,
201510115,2015,1,1,0.740436971,4,,,,,,,,,,5,2,6,2,,,5,,,,1,1,1,,,,,,,6,1,1,2,4,2,1,2,,0,,,,,,5,4,2,,,,,,,,,2,,,,,3,,2,6,2,4,3,5,1,3,6,1,,,,4,2,2,,2,,,,,,,
201510116,2015,1,1,0.695734024,5,,,,,,,,,,5,5,4,2,,,4,,,,5,5,1,4,,6,4,4,1,6,4,1,1,1,1,1,1,,1,4,3,3,3,4,4,6,2,,,,,,,,,2,,,,,3,,3,2,4,4,3,6,2,3,2,5,,,,2,2,2,,6,,,,,,,
201510117,2015,1,1,0.695734024,3,3,3,4,4,,,4,4,,3,2,6,2,,,3,,,,3,2,1,4,,6,3,4,4,,,,,,,,,,1,3,3,3,4,3,,,2,,,,,,,,,2,,,,,3,,1,1,6,4,5,6,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510118,2015,1,1,0.85335201,4,,,,,,,,,,2,4,3,2,,,4,,,,1,1,3,6,6,6,6,,,6,2,1,1,6,1,1,2,,0,,,,,,4,3,1,2,1,3,,3,,,,1,2,1,,1,3,4,4,1,5,2,6,4,1,2,3,1,,,,4,2,2,,9,,,,,,,
201510119,2015,1,1,1.010167003,5,,,,,,,,,,4,5,5,2,,,4,,,,2,1,1,5,,5,5,5,,5,6,1,1,1,1,1,6,,1,5,4,5,1,4,5,4,1,2,5,5,4,5,5,,,2,,,,,3,,4,2,3,4,3,3,2,3,2,1,5,,,3,2,2,,11,,,,,,,
201510120,2015,1,1,0.85335201,4,5,5,5,5,,,4,4,,5,5,6,1,3,4,5,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,2,4,,,2,,,,,,,,,2,,,,,3,,2,2,3,3,6,4,1,3,4,1,,,,2,2,2,,3,,,,,,,
201510121,2015,1,1,0.85335201,5,,,,,,,,,,5,4,6,2,,,5,,,,1,3,1,6,,6,5,,5,5,2,2,2,2,3,1,1,,1,4,3,5,2,3,5,5,1,1,2,,5,,7,,,1,2,1,,1,3,5,3,2,5,4,6,4,1,3,10,1,,,,4,2,2,,3,7,,,,,,
201510122,2015,1,1,1.720993996,3,1,1,1,3,,,1,1,,4,4,3,1,5,4,5,,,,5,3,1,5,,6,5,5,5,,,,,,,,,,1,3,1,2,4,3,,,1,1,1,,,,,,,1,1,1,,1,3,4,5,2,6,4,8,2,1,3,1,1,3,,,3,2,2,,10,,,,,,,
201510123,2015,1,1,0.85335201,2,,,,,,,,,,3,2,2,2,,,3,,,,1,1,1,,,,,,,5,1,1,5,5,1,1,3,,0,,,,,,5,4,2,,,,,,,,,2,,,,,3,,2,2,4,3,7,4,1,3,4,1,,,,3,2,2,,2,,,,,,,
201510124,2015,1,1,0.85335201,4,,,,,,,,,,5,5,5,2,,,5,,,,5,5,1,5,,6,5,5,5,6,6,1,1,4,1,1,1,,1,5,5,5,2,5,4,4,1,1,1,,,,,,,2,,,,,3,,4,1,2,4,5,4,1,3,2,2,,,,2,2,2,,4,,,,,,,
201510125,2015,1,1,1.598978043,4,5,5,5,5,,,4,5,,4,4,5,2,,,4,,,,4,4,4,4,4,5,6,6,5,,,,,,,,,,1,4,5,5,3,4,,,2,,,,,,,,,1,1,2,,,3,,5,1,4,2,6,1,2,3,4,1,,,,3,2,2,,4,,,,,,,
201510126,2015,1,1,0.695734024,4,,,,,,,,,,4,4,3,2,,,4,,,,4,1,1,4,,6,5,4,,6,6,1,3,3,3,1,1,,1,3,4,3,2,4,5,4,1,3,4,3,4,4,3,,,2,,,,,3,,1,2,6,4,2,6,1,1,10,1,,,,4,1,2,,5,5,3,,,,,
201510127,2015,1,1,1.720993996,5,1,3,5,5,,,3,4,,5,5,5,1,4,5,5,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,2,4,4,5,7,7,,,2,,,,,3,,1,2,3,3,7,2,1,3,4,1,,,,4,2,2,,1,,,,,,,
201510128,2015,1,1,0.740436971,5,,,,,,,,,,5,5,5,2,,,5,,,,1,1,1,,,,,,,6,4,1,4,2,1,1,1,,1,5,5,5,2,5,5,5,2,,,,,,,,,2,,,,,3,,3,2,6,4,4,5,1,3,4,1,,,,4,1,2,,1,,,,,,,
201510129,2015,1,1,0.85335201,3,,,,,,,,,,4,3,6,1,4,5,4,,,,1,5,4,4,5,6,5,,5,4,1,1,1,5,1,1,1,,0,,,,,,5,3,1,3,2,5,5,5,5,,,2,,,,,3,,4,2,6,4,4,4,2,3,4,1,,,,4,1,2,,4,,,,,,,
201510130,2015,1,1,0.740436971,4,,,,,,,,,,3,5,3,1,4,4,4,,,,2,2,5,4,5,5,5,5,5,6,6,2,2,6,6,1,3,,1,4,4,4,4,4,5,4,1,3,2,5,5,5,5,,,1,1,1,,,3,0,5,1,5,4,7,5,1,3,9,1,,,,4,2,2,,2,,,,,,,
201510131,2015,1,1,1.010167003,4,,,,,,,,,,4,2,4,2,,,5,,,,1,1,1,,,,,,,6,6,3,2,1,5,1,4,,1,4,3,5,3,1,5,3,1,1,1,,,,,,,2,,,,,3,,2,2,2,2,4,3,1,3,1,1,,,,3,2,2,,8,,,,,,,
201510132,2015,1,1,0.695734024,4,3,4,5,5,,,4,3,,3,2,4,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,2,1,6,4,4,6,2,3,4,1,,,,2,2,2,,7,,,,,,,
201510133,2015,1,1,0.85335201,4,,,,,,,,,,5,5,4,2,,,4,,,,1,1,1,,,,,,,1,1,1,1,6,1,1,4,,0,,,,,,5,5,2,,,,,,,,,1,1,2,,,3,,4,2,5,3,7,4,1,3,4,1,,,,3,2,2,,1,,,,,,,
201510134,2015,1,1,0.695734024,4,,,,,,,,,,3,5,4,2,,,3,,,,1,4,1,4,,4,4,,4,3,4,1,1,1,1,1,1,,1,3,3,3,3,4,5,3,2,,,,,,,,,2,,,,,3,,4,1,6,4,4,6,2,3,2,1,5,,,2,2,2,,9,,,,,,,
201510135,2015,1,1,0.740436971,2,,,,,,,,,,2,5,4,1,3,4,3,,,,1,3,3,5,4,6,5,,5,6,1,1,1,4,4,1,1,,0,,,,,,5,4,1,3,1,4,,5,,,,2,,,,,3,,1,1,6,4,5,5,2,3,4,1,,,,4,1,2,,5,,,,,,,
201510136,2015,1,1,0.740436971,4,,,,,,,,,,7,4,6,2,,,2,,,,5,1,5,3,5,6,5,4,,6,3,1,1,6,1,1,1,,1,3,3,3,3,4,5,3,1,1,1,,,,,,,2,,,,,3,,1,1,3,4,8,5,1,2,5,1,,,,3,2,2,,5,,,,,,,
201510137,2015,1,1,1.010167003,3,4,4,4,5,,,2,2,,3,5,4,2,,,3,,,,1,3,1,4,,6,6,,5,,,,,,,,,,1,3,2,4,2,4,,,1,1,1,,,,,,,1,1,2,,,3,,3,1,2,2,7,3,1,3,9,1,,,,4,2,2,,3,,,,,,,
201510138,2015,1,1,1.720993996,4,5,5,5,5,,,5,5,,4,4,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,1,2,4,,,2,,,,,,,,,2,,,,,3,,5,2,1,4,1,2,1,3,4,1,,,,4,2,2,,4,,,,,,,
201510139,2015,1,1,1.598978043,4,,,,,,,,,,4,5,5,1,4,5,4,,,,4,1,1,4,,5,5,4,,6,6,1,1,1,1,1,1,,1,4,4,4,3,4,4,2,2,,,,,,,,,2,,,,,3,,4,4,4,3,8,1,1,3,2,1,2,,,1,2,2,,9,,,,,,,
201510140,2015,1,1,1.010167003,5,3,4,4,5,,,3,2,,3,5,6,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,4,2,4,3,5,,,1,1,2,,5,,7,,,2,,,,,3,,2,2,4,4,5,3,1,2,4,1,,,,3,2,2,,11,,,,,,,
201510141,2015,1,1,0.695734024,4,4,4,4,5,,,4,4,,4,2,6,2,,,4,,,,2,1,2,5,5,6,5,5,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,1,2,6,4,4,6,1,1,1,1,,,,4,1,2,,6,,,,,,,
201510142,2015,1,1,0.85335201,4,,,,,,,,,,5,5,3,1,7,6,5,,,,1,1,1,,,,,,,5,2,1,2,6,3,1,5,,1,3,3,4,3,3,5,4,1,1,1,,,,,,,1,1,1,,1,3,5,5,1,4,3,6,4,1,3,4,1,,,,2,2,2,,2,,,,,,,
201510143,2015,1,1,1.598978043,3,,,,,,,,,,1,5,5,1,4,4,4,,,,1,1,1,,,,,,,6,6,1,1,1,2,1,1,,1,4,4,3,5,4,4,2,2,,,,,,,,,2,,,,,3,,5,2,4,1,2,1,2,3,10,1,,,,3,2,2,,10,2,5,3,4,,,
201510144,2015,1,1,1.720993996,4,,,,,,,,,,5,3,6,2,,,4,,,,1,1,1,,,,,,,2,2,6,2,5,1,1,2,,0,,,,,,5,4,2,,,,,,,,,2,,,,,3,,2,2,2,1,8,2,1,3,3,1,,,,4,2,2,,12,,,,,,,
201510145,2015,1,1,1.010167003,4,4,5,4,4,,,5,5,,5,3,4,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,5,2,4,,,1,1,1,,,,,,,2,,,,,3,,2,2,3,4,6,3,1,3,4,1,,,,4,2,2,,6,,,,,,,
201510146,2015,1,1,1.010167003,3,,,,,,,,,,4,4,4,2,,,4,,,,3,4,2,4,6,6,5,4,5,6,5,2,2,2,1,1,2,,1,2,3,3,5,4,5,4,1,2,1,4,,4,,,,2,,,,,3,,2,2,3,3,7,3,1,2,4,1,,,,4,2,2,,8,,,,,,,
201510147,2015,1,1,0.85335201,4,5,5,5,4,,,5,5,,5,5,5,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,3,3,4,,,1,1,1,,,,,,,2,,,,,3,,2,2,6,4,5,4,2,3,10,1,,,,4,2,2,,7,2,5,,,,,
201510148,2015,1,1,1.598978043,4,,,,,,,,,,5,3,4,2,,,3,,,,5,4,4,5,4,5,5,5,5,6,6,1,2,1,1,1,1,,1,2,2,2,3,3,4,3,2,,,,,,,,,2,,,,,3,,5,2,2,3,1,1,2,3,4,1,,,,2,2,2,,10,,,,,,,
201510149,2015,1,1,0.740436971,3,,,,,,,,,,3,5,6,2,,,4,,,,1,1,1,,,,,,,1,1,1,3,6,1,1,2,,0,,,,,,4,4,1,4,1,5,,5,,,,2,,,,,3,,2,1,5,4,6,5,2,3,4,4,,,,4,2,2,,12,,,,,,,
201510150,2015,1,1,0.85335201,4,,,,,,,,,,4,5,4,2,,,4,,,,1,1,3,5,4,6,4,,,6,6,1,2,1,1,1,1,,1,4,4,4,5,3,5,4,1,2,1,5,,5,,,,2,,,,,3,,2,2,5,4,3,4,1,2,4,1,,,,3,2,1,,3,,,,,,,
201510151,2015,1,1,0.774756014,4,3,4,4,5,,,2,2,,4,5,6,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,3,3,4,,,1,1,1,,,,,,,2,,,,,3,,7,1,6,4,8,8,1,5,9,1,,,,4,2,2,,3,,,,,,,
201510152,2015,1,1,0.85335201,3,3,5,3,4,,,5,3,,3,4,6,2,,,4,,,,5,5,5,4,5,6,5,6,5,,,,,,,,,,1,5,3,3,3,3,,,2,,,,,,,,,2,,,,,3,,5,2,3,2,4,4,2,3,2,2,,,,4,2,2,,11,,,,,,,
201510153,2015,1,3,0.695734024,7,,,,,,,,,,4,1,,2,,,,,,,1,1,1,,,,,,,6,5,1,1,5,1,1,1,,1,3,3,3,3,3,4,6,2,,,,,,,,,2,,,,,3,,2,1,6,4,6,6,2,3,2,2,,,,2,2,2,,4,,,,,,,
201510154,2015,1,1,1.010167003,3,,,,,,,,,,3,5,4,1,5,5,4,,,,2,4,1,5,,6,5,3,5,6,6,2,2,1,1,1,1,,1,4,3,3,4,3,4,3,1,5,1,5,,7,,,,1,1,2,,,3,,1,2,3,1,3,3,1,2,10,1,,,,3,2,2,,10,7,3,,,,,
201510155,2015,1,1,0.85335201,3,2,3,3,4,,,3,3,,3,4,4,1,4,4,4,,,,1,1,2,4,4,6,6,,,,,,,,,,,,1,5,3,3,3,3,,,2,,,,,,,,,2,,,,,3,,4,2,3,2,6,4,1,2,2,1,5,,,4,2,2,,11,,,,,,,
201510156,2015,1,1,0.740436971,4,2,2,2,4,,,3,3,,5,4,4,2,,,4,,,,2,2,1,5,,5,5,4,4,,,,,,,,,,1,4,2,2,3,4,,,1,1,1,,,,,,,2,,,,,3,,2,2,4,4,1,5,1,3,1,1,,,,2,2,2,,5,,,,,,,
201510157,2015,1,1,0.695734024,7,,,,,,,,,,4,1,,2,,,,,,,5,5,1,5,,6,5,6,5,1,2,1,1,6,4,1,1,,0,,,,,,5,6,1,1,1,,,,,,,2,,,,,3,,1,1,6,4,8,6,2,3,2,1,2,,,4,1,2,,7,,,,,,,
201510158,2015,1,1,0.695734024,5,,,,,,,,,,4,4,4,2,,,4,,,,1,1,1,,,,,,,6,5,1,1,5,1,1,1,,1,4,4,5,2,4,4,4,2,,,,,,,,,2,,,,,3,,1,2,6,4,4,6,1,5,4,1,,,,4,2,2,,3,,,,,,,
201510159,2015,1,1,0.740436971,5,,,,,,,,,,5,4,5,2,,,5,,,,1,1,4,5,5,6,5,,,6,5,1,1,5,1,1,1,,1,5,4,4,2,4,5,5,1,1,3,,5,,5,,,2,,,,,3,,1,1,4,4,6,5,1,2,5,1,,,,4,2,2,,6,,,,,,,
201510160,2015,1,1,0.740436971,4,,,,,,,,,,4,5,4,1,4,4,4,,,,2,4,4,4,4,6,4,6,5,6,5,1,2,4,1,1,2,,1,4,3,3,3,3,5,3,1,3,3,4,4,4,4,,,2,,,,,3,,2,1,6,2,6,5,2,5,9,1,,,,4,2,2,,7,,,,,,,
201510161,2015,1,1,0.695734024,5,1,1,5,4,,,1,1,,3,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,2,2,6,4,1,6,1,3,2,12,,,,3,2,1,,6,,,,,,,
201510162,2015,1,1,0.740436971,4,,,,,,,,,,4,4,6,1,5,6,4,,,,4,3,2,5,4,4,5,4,5,5,5,2,1,2,1,1,5,,1,3,4,4,4,4,5,4,2,,,,,,,,,2,,,,,3,,1,2,2,4,6,5,2,3,4,1,,,,4,2,2,,2,,,,,,,
201510163,2015,1,1,0.695734024,3,2,4,4,5,,,4,4,,4,3,6,1,7,3,4,,,,2,4,4,4,3,6,5,5,5,,,,,,,,,,1,4,4,4,2,4,,,1,3,3,3,5,5,5,,,2,,,,,3,,1,1,6,4,4,6,1,3,1,1,,,,4,2,2,,11,,,,,,,
201510164,2015,1,1,1.010167003,4,3,3,2,4,,,2,3,,4,5,6,2,,,3,,,,1,2,3,4,5,6,5,,4,,,,,,,,,,1,3,2,4,4,3,,,1,1,1,,,,,,,2,,,,,3,,1,1,3,3,6,3,2,3,4,1,,,,4,2,2,,9,,,,,,,
201510165,2015,1,1,0.740436971,4,,,,,,,,,,4,5,6,2,,,4,,,,4,5,4,5,5,5,5,3,5,6,6,1,1,2,1,1,1,,1,4,3,3,4,3,4,3,1,1,1,,,,,,,2,,,,,3,,3,2,3,2,3,5,2,3,4,1,,,,4,2,2,,5,,,,,,,
201510166,2015,1,1,0.740436971,3,4,2,4,3,,,1,4,,4,5,3,2,,,4,,,,2,1,4,4,4,5,5,5,,,,,,,,,,,0,,,,,,,,1,3,1,4,,5,,,,2,,,,,3,,4,1,4,3,6,5,2,3,10,1,,,,4,2,2,,8,1,3,,,,,
201510167,2015,1,1,0.85335201,4,,,,,,,,,,3,5,3,2,,,3,,,,2,3,4,4,6,6,4,3,4,4,3,1,2,6,1,1,2,,1,3,3,2,4,3,4,4,1,2,1,4,,7,,,,2,,,,,3,,2,2,5,2,5,4,1,2,4,1,,,,4,1,1,,8,,,,,,,
201510168,2015,1,1,0.85335201,3,1,1,3,2,,,4,4,,3,2,3,2,,,4,,,,4,1,1,3,,5,5,2,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,1,2,4,4,1,4,2,3,4,1,,,,3,1,1,,6,,,,,,,
201510169,2015,1,1,1.598978043,4,3,4,5,4,,,4,4,,5,2,3,1,5,5,4,,,,2,4,1,4,,6,5,3,5,,,,,,,,,,1,5,1,2,5,2,,,2,,,,,,,,,2,,,,,3,,4,2,4,3,8,1,1,3,4,1,,,,2,2,2,,5,,,,,,,
201510170,2015,1,1,1.010167003,3,2,3,3,4,,,3,3,,4,2,4,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,3,4,4,5,4,,,1,3,1,4,,4,,,,2,,,,,3,,4,2,4,2,2,3,1,3,3,13,,,,4,2,2,,5,,,,,,,
201510171,2015,1,1,0.740436971,4,,,,,,,,,,4,5,5,2,,,5,,,,4,1,1,6,,6,6,4,,6,5,1,2,1,1,1,1,,1,4,4,4,5,4,4,4,2,,,,,,,,,2,,,,,3,,2,2,6,1,2,5,1,3,1,1,,,,3,2,2,,5,,,,,,,
201510172,2015,1,1,1.720993996,3,2,3,3,5,,,3,3,,5,5,5,1,3,4,4,,,,1,2,1,4,,5,4,,4,,,,,,,,,,0,,,,,,,,1,2,2,3,4,3,4,,,2,,,,,3,,5,2,5,2,5,2,1,3,2,1,,,,2,2,2,,9,,,,,,,
201510173,2015,1,1,0.740436971,4,3,3,3,3,,,4,4,,4,4,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,4,4,,,2,,,,,,,,,2,,,,,3,,2,1,6,4,8,5,2,3,5,3,,,,2,2,2,,11,,,,,,,
201510174,2015,1,1,0.85335201,3,,,,,,,,,,3,5,3,2,,,3,,,,1,1,1,,,,,,,6,6,4,2,2,1,1,3,,1,2,2,3,3,2,4,4,1,2,2,4,4,7,7,,,2,,,,,3,,2,1,4,4,7,4,1,2,4,1,,,,3,2,2,,8,,,,,,,
201510175,2015,1,1,0.85335201,3,,,,,,,,,,4,3,3,2,,,2,,,,1,4,4,3,4,6,4,,4,5,2,1,1,6,2,1,1,,1,3,2,3,3,3,4,3,1,1,1,,,,,,,1,2,1,,1,3,4,4,1,6,4,5,4,2,3,2,1,,,,3,2,2,,5,,,,,,,
201510176,2015,1,1,0.740436971,4,,,,,,,,,,3,5,3,2,,,3,,,,2,2,1,5,,6,5,5,5,6,5,1,2,5,1,1,1,,1,2,3,2,4,1,5,4,1,2,2,3,4,4,4,,,2,,,,,3,,2,2,5,2,6,5,1,2,10,1,,,,3,1,2,,8,5,4,,,,,
201510177,2015,1,1,1.598978043,4,,,,,,,,,,4,4,5,1,4,5,3,,,,1,2,2,4,5,5,5,,6,4,1,1,2,1,1,1,2,,0,,,,,,3,1,1,4,2,5,3,4,7,,,1,2,1,,1,3,5,2,2,5,2,3,1,2,3,1,1,,,,3,1,2,,10,,,,,,,
201510178,2015,1,1,0.85335201,4,3,3,4,5,,,4,3,,3,5,4,2,,,4,,,,1,1,2,6,6,6,6,,,,,,,,,,,,1,3,2,3,3,4,,,1,3,1,4,,4,,,,2,,,,,3,,1,2,5,2,6,4,2,2,4,1,,,,4,2,2,,11,,,,,,,
201510179,2015,1,1,1.720993996,3,,,,,,,,,,4,5,6,2,,,5,,,,1,3,4,4,4,6,5,,4,6,5,1,1,6,5,1,1,,1,3,2,3,3,3,5,4,1,2,1,4,,7,,,,2,,,,,3,,4,2,3,2,8,2,2,3,4,1,,,,2,2,2,,4,,,,,,,
201510180,2015,1,1,1.720993996,4,4,2,5,5,,,2,2,,4,4,5,2,,,5,,,,2,1,1,5,,6,5,5,,,,,,,,,,,1,4,3,5,2,5,,,2,,,,,,,,,2,,,,,3,,1,2,4,3,8,2,1,3,3,1,,,,4,2,2,,3,,,,,,,
